Aasta;Maakond;Kuu;Arv
2006;Valga maakond;Aprill;5
2006;Viljandi maakond;Aprill;9
2006;Võru maakond;Aprill;11
2007;Harju maakond;Aprill;172
2007;..Tallinn;Aprill;167
2007;Hiiu maakond;Aprill;2
2007;Ida-Viru maakond;Aprill;94
2007;Jõgeva maakond;Aprill;10
2007;Järva maakond;Aprill;8
2007;Lääne maakond;Aprill;5
2007;Lääne-Viru maakond;Aprill;14
2007;Põlva maakond;Aprill;3
2007;Pärnu maakond;Aprill;12
2007;Rapla maakond;Aprill;1
2007;Saare maakond;Aprill;2
2007;Tartu maakond;Aprill;43
2007;Valga maakond;Aprill;6
2007;Viljandi maakond;Aprill;8
2007;Võru maakond;Aprill;4
2008;Harju maakond;Aprill;182
2008;..Tallinn;Aprill;176
2008;Hiiu maakond;Aprill;2
2008;Ida-Viru maakond;Aprill;69
2008;Jõgeva maakond;Aprill;2
2008;Järva maakond;Aprill;4
2008;Lääne maakond;Aprill;5
2008;Lääne-Viru maakond;Aprill;12
2008;Põlva maakond;Aprill;2
2008;Pärnu maakond;Aprill;16
2008;Rapla maakond;Aprill;3
2008;Saare maakond;Aprill;5
2008;Tartu maakond;Aprill;40
2008;Valga maakond;Aprill;6
2008;Viljandi maakond;Aprill;7
2008;Võru maakond;Aprill;3
2009;Harju maakond;Aprill;177
2009;..Tallinn;Aprill;172
2009;Hiiu maakond;Aprill;0
2009;Ida-Viru maakond;Aprill;57
2009;Jõgeva maakond;Aprill;2
2009;Järva maakond;Aprill;4
2009;Lääne maakond;Aprill;7
2009;Lääne-Viru maakond;Aprill;12
2009;Põlva maakond;Aprill;2
2009;Pärnu maakond;Aprill;9
2009;Rapla maakond;Aprill;4
2009;Saare maakond;Aprill;7
2009;Tartu maakond;Aprill;29
2009;Valga maakond;Aprill;4
2009;Viljandi maakond;Aprill;12
2009;Võru maakond;Aprill;1
2010;Harju maakond;Aprill;176
2010;..Tallinn;Aprill;168
2010;Hiiu maakond;Aprill;0
2010;Ida-Viru maakond;Aprill;55
2010;Jõgeva maakond;Aprill;2
2010;Järva maakond;Aprill;2
2010;Lääne maakond;Aprill;4
2010;Lääne-Viru maakond;Aprill;13
2010;Põlva maakond;Aprill;2
2010;Pärnu maakond;Aprill;11
2010;Rapla maakond;Aprill;6
2010;Saare maakond;Aprill;6
2010;Tartu maakond;Aprill;40
2010;Valga maakond;Aprill;5
2010;Viljandi maakond;Aprill;5
2010;Võru maakond;Aprill;3
2011;Harju maakond;Aprill;159
2011;..Tallinn;Aprill;156
2011;Hiiu maakond;Aprill;0
2011;Ida-Viru maakond;Aprill;49
2011;Jõgeva maakond;Aprill;4
2011;Järva maakond;Aprill;4
2011;Lääne maakond;Aprill;2
2011;Lääne-Viru maakond;Aprill;9
2011;Põlva maakond;Aprill;4
2011;Pärnu maakond;Aprill;13
2011;Rapla maakond;Aprill;6
2011;Saare maakond;Aprill;3
2011;Tartu maakond;Aprill;44
2011;Valga maakond;Aprill;7
2011;Viljandi maakond;Aprill;3
2011;Võru maakond;Aprill;2
2012;Harju maakond;Aprill;151
2012;..Tallinn;Aprill;146
2012;Hiiu maakond;Aprill;1
2012;Ida-Viru maakond;Aprill;46
2012;Jõgeva maakond;Aprill;2
2012;Järva maakond;Aprill;4
2012;Lääne maakond;Aprill;3
2012;Lääne-Viru maakond;Aprill;11
2012;Põlva maakond;Aprill;5
2012;Pärnu maakond;Aprill;19
2012;Rapla maakond;Aprill;5
2012;Saare maakond;Aprill;3
2012;Tartu maakond;Aprill;36
2012;Valga maakond;Aprill;8
2012;Viljandi maakond;Aprill;4
2012;Võru maakond;Aprill;2
2013;Harju maakond;Aprill;141
2013;..Tallinn;Aprill;130
2013;Hiiu maakond;Aprill;1
2013;Ida-Viru maakond;Aprill;48
2013;Jõgeva maakond;Aprill;0
2013;Järva maakond;Aprill;2
2013;Lääne maakond;Aprill;2
2013;Lääne-Viru maakond;Aprill;10
2013;Põlva maakond;Aprill;0
2013;Pärnu maakond;Aprill;12
2013;Rapla maakond;Aprill;1
2013;Saare maakond;Aprill;2
2013;Tartu maakond;Aprill;47
2013;Valga maakond;Aprill;5
2013;Viljandi maakond;Aprill;9
2013;Võru maakond;Aprill;1
2014;Harju maakond;Aprill;158
2014;..Tallinn;Aprill;149
2014;Hiiu maakond;Aprill;1
2014;Ida-Viru maakond;Aprill;53
2014;Jõgeva maakond;Aprill;2
2014;Järva maakond;Aprill;3
2014;Lääne maakond;Aprill;4
2014;Lääne-Viru maakond;Aprill;15
2014;Põlva maakond;Aprill;3
2014;Pärnu maakond;Aprill;11
2014;Rapla maakond;Aprill;4
2014;Saare maakond;Aprill;6
2014;Tartu maakond;Aprill;29
2014;Valga maakond;Aprill;2
2014;Viljandi maakond;Aprill;8
2014;Võru maakond;Aprill;6
2015;Harju maakond;Aprill;204
2015;..Tallinn;Aprill;196
2015;Hiiu maakond;Aprill;0
2015;Ida-Viru maakond;Aprill;67
2015;Jõgeva maakond;Aprill;2
2015;Järva maakond;Aprill;1
2015;Lääne maakond;Aprill;3
2015;Lääne-Viru maakond;Aprill;18
2015;Põlva maakond;Aprill;5
2015;Pärnu maakond;Aprill;15
2015;Rapla maakond;Aprill;3
2015;Saare maakond;Aprill;4
2015;Tartu maakond;Aprill;31
2015;Valga maakond;Aprill;5
2015;Viljandi maakond;Aprill;6
2015;Võru maakond;Aprill;2
2016;Harju maakond;Aprill;178
2016;..Tallinn;Aprill;163
2016;Hiiu maakond;Aprill;1
2016;Ida-Viru maakond;Aprill;45
2016;Jõgeva maakond;Aprill;1
2016;Järva maakond;Aprill;6
2016;Lääne maakond;Aprill;2
2016;Lääne-Viru maakond;Aprill;9
2016;Põlva maakond;Aprill;4
2016;Pärnu maakond;Aprill;13
2016;Rapla maakond;Aprill;8
2016;Saare maakond;Aprill;2
2016;Tartu maakond;Aprill;48
2016;Valga maakond;Aprill;6
2016;Viljandi maakond;Aprill;5
2016;Võru maakond;Aprill;4
2017;Harju maakond;Aprill;192
2017;..Tallinn;Aprill;180
2017;Hiiu maakond;Aprill;0
2017;Ida-Viru maakond;Aprill;45
2017;Jõgeva maakond;Aprill;1
2017;Järva maakond;Aprill;3
2017;Lääne maakond;Aprill;3
2017;Lääne-Viru maakond;Aprill;10
2017;Põlva maakond;Aprill;2
2017;Pärnu maakond;Aprill;11
2017;Rapla maakond;Aprill;2
2017;Saare maakond;Aprill;1
2017;Tartu maakond;Aprill;42
2017;Valga maakond;Aprill;6
2017;Viljandi maakond;Aprill;2
2017;Võru maakond;Aprill;3
2018;Harju maakond;Aprill;176
2018;..Tallinn;Aprill;176
2018;Hiiu maakond;Aprill;0
2018;Ida-Viru maakond;Aprill;47
2018;Jõgeva maakond;Aprill;3
2018;Järva maakond;Aprill;3
2018;Lääne maakond;Aprill;5
2018;Lääne-Viru maakond;Aprill;7
2018;Põlva maakond;Aprill;5
2018;Pärnu maakond;Aprill;14
2018;Rapla maakond;Aprill;2
2018;Saare maakond;Aprill;5
2018;Tartu maakond;Aprill;43
2018;Valga maakond;Aprill;4
2018;Viljandi maakond;Aprill;6
2018;Võru maakond;Aprill;3
2019;Harju maakond;Aprill;187
2019;..Tallinn;Aprill;187
2019;Hiiu maakond;Aprill;1
2019;Ida-Viru maakond;Aprill;44
2019;Jõgeva maakond;Aprill;1
2019;Järva maakond;Aprill;4
2019;Lääne maakond;Aprill;5
2019;Lääne-Viru maakond;Aprill;17
2019;Põlva maakond;Aprill;5
2019;Pärnu maakond;Aprill;12
2019;Rapla maakond;Aprill;9
2019;Saare maakond;Aprill;4
2019;Tartu maakond;Aprill;36
2019;Valga maakond;Aprill;9
2019;Viljandi maakond;Aprill;9
2019;Võru maakond;Aprill;5
2020;Harju maakond;Aprill;106
2020;..Tallinn;Aprill;106
2020;Hiiu maakond;Aprill;2
2020;Ida-Viru maakond;Aprill;33
2020;Jõgeva maakond;Aprill;4
2020;Järva maakond;Aprill;2
2020;Lääne maakond;Aprill;4
2020;Lääne-Viru maakond;Aprill;4
2020;Põlva maakond;Aprill;3
2020;Pärnu maakond;Aprill;9
2020;Rapla maakond;Aprill;7
2020;Saare maakond;Aprill;2
2020;Tartu maakond;Aprill;35
2020;Valga maakond;Aprill;3
2020;Viljandi maakond;Aprill;3
2020;Võru maakond;Aprill;1
2006;Harju maakond;Mai;173
2006;..Tallinn;Mai;155
2006;Hiiu maakond;Mai;1
2006;Ida-Viru maakond;Mai;43
2006;Jõgeva maakond;Mai;3
2006;Järva maakond;Mai;7
2006;Lääne maakond;Mai;7
2006;Lääne-Viru maakond;Mai;13
2006;Põlva maakond;Mai;3
2006;Pärnu maakond;Mai;20
2006;Rapla maakond;Mai;6
2006;Saare maakond;Mai;8
2006;Tartu maakond;Mai;51
2006;Valga maakond;Mai;6
2006;Viljandi maakond;Mai;14
2006;Võru maakond;Mai;5
2007;Harju maakond;Mai;185
2007;..Tallinn;Mai;163
2007;Hiiu maakond;Mai;2
2007;Ida-Viru maakond;Mai;25
2007;Jõgeva maakond;Mai;6
2007;Järva maakond;Mai;14
2007;Lääne maakond;Mai;4
2007;Lääne-Viru maakond;Mai;15
2007;Põlva maakond;Mai;1
2007;Pärnu maakond;Mai;26
2007;Rapla maakond;Mai;5
2007;Saare maakond;Mai;7
2007;Tartu maakond;Mai;43
2007;Valga maakond;Mai;7
2007;Viljandi maakond;Mai;15
2007;Võru maakond;Mai;10
2008;Harju maakond;Mai;176
2008;..Tallinn;Mai;162
2008;Hiiu maakond;Mai;3
2008;Ida-Viru maakond;Mai;40
2008;Jõgeva maakond;Mai;4
2008;Järva maakond;Mai;13
2008;Lääne maakond;Mai;8
2008;Lääne-Viru maakond;Mai;15
2008;Põlva maakond;Mai;3
2008;Pärnu maakond;Mai;26
2008;Rapla maakond;Mai;12
2008;Saare maakond;Mai;15
2008;Tartu maakond;Mai;59
2008;Valga maakond;Mai;9
2008;Viljandi maakond;Mai;13
2008;Võru maakond;Mai;3
2009;Harju maakond;Mai;157
2009;..Tallinn;Mai;150
2009;Hiiu maakond;Mai;5
2009;Ida-Viru maakond;Mai;18
2009;Jõgeva maakond;Mai;2
2009;Järva maakond;Mai;8
2009;Lääne maakond;Mai;3
2009;Lääne-Viru maakond;Mai;7
2009;Põlva maakond;Mai;7
2009;Pärnu maakond;Mai;13
2009;Rapla maakond;Mai;12
2009;Saare maakond;Mai;13
2009;Tartu maakond;Mai;46
2009;Valga maakond;Mai;13
2009;Viljandi maakond;Mai;10
2009;Võru maakond;Mai;9
2010;Harju maakond;Mai;141
2010;..Tallinn;Mai;136
2010;Hiiu maakond;Mai;1
2010;Ida-Viru maakond;Mai;30
2010;Jõgeva maakond;Mai;2
2010;Järva maakond;Mai;5
2010;Lääne maakond;Mai;6
2010;Lääne-Viru maakond;Mai;12
2010;Põlva maakond;Mai;11
2010;Pärnu maakond;Mai;12
2010;Rapla maakond;Mai;8
2010;Saare maakond;Mai;10
2010;Tartu maakond;Mai;51
2010;Valga maakond;Mai;3
2010;Viljandi maakond;Mai;14
2010;Võru maakond;Mai;4
2011;Harju maakond;Mai;161
2011;..Tallinn;Mai;156
2011;Hiiu maakond;Mai;1
2011;Ida-Viru maakond;Mai;21
2011;Jõgeva maakond;Mai;3
2011;Järva maakond;Mai;8
2011;Lääne maakond;Mai;8
2011;Lääne-Viru maakond;Mai;12
2011;Põlva maakond;Mai;4
2011;Pärnu maakond;Mai;23
2011;Rapla maakond;Mai;5
2011;Saare maakond;Mai;7
2011;Tartu maakond;Mai;50
2011;Valga maakond;Mai;5
2011;Viljandi maakond;Mai;8
2011;Võru maakond;Mai;8
2012;Harju maakond;Mai;183
2012;..Tallinn;Mai;168
2012;Hiiu maakond;Mai;2
2012;Ida-Viru maakond;Mai;34
2012;Jõgeva maakond;Mai;3
2012;Järva maakond;Mai;2
2012;Lääne maakond;Mai;10
2012;Lääne-Viru maakond;Mai;13
2012;Põlva maakond;Mai;5
2012;Pärnu maakond;Mai;21
2012;Rapla maakond;Mai;2
2012;Saare maakond;Mai;7
2012;Tartu maakond;Mai;62
2012;Valga maakond;Mai;5
2012;Viljandi maakond;Mai;10
2012;Võru maakond;Mai;6
2013;Harju maakond;Mai;148
2013;..Tallinn;Mai;141
2013;Hiiu maakond;Mai;1
2013;Ida-Viru maakond;Mai;26
2013;Jõgeva maakond;Mai;2
2013;Järva maakond;Mai;9
2013;Lääne maakond;Mai;9
2013;Lääne-Viru maakond;Mai;21
2013;Põlva maakond;Mai;0
2013;Pärnu maakond;Mai;30
2013;Rapla maakond;Mai;6
2013;Saare maakond;Mai;5
2013;Tartu maakond;Mai;68
2013;Valga maakond;Mai;9
2013;Viljandi maakond;Mai;7
2013;Võru maakond;Mai;7
2014;Harju maakond;Mai;195
2014;..Tallinn;Mai;190
2014;Hiiu maakond;Mai;1
2014;Ida-Viru maakond;Mai;46
2014;Jõgeva maakond;Mai;5
2014;Järva maakond;Mai;9
2014;Lääne maakond;Mai;8
2014;Lääne-Viru maakond;Mai;15
2014;Põlva maakond;Mai;6
2014;Pärnu maakond;Mai;18
2014;Rapla maakond;Mai;12
2014;Saare maakond;Mai;8
2014;Tartu maakond;Mai;63
2014;Valga maakond;Mai;9
2014;Viljandi maakond;Mai;17
2014;Võru maakond;Mai;5
2015;Harju maakond;Mai;204
2015;..Tallinn;Mai;188
2015;Hiiu maakond;Mai;2
2015;Ida-Viru maakond;Mai;35
2015;Jõgeva maakond;Mai;1
2015;Järva maakond;Mai;7
2015;Lääne maakond;Mai;9
2015;Lääne-Viru maakond;Mai;18
2015;Põlva maakond;Mai;8
2015;Pärnu maakond;Mai;20
2015;Rapla maakond;Mai;18
2015;Saare maakond;Mai;15
2015;Tartu maakond;Mai;93
2015;Valga maakond;Mai;4
2015;Viljandi maakond;Mai;11
2015;Võru maakond;Mai;17
2016;Harju maakond;Mai;205
2016;..Tallinn;Mai;196
2016;Hiiu maakond;Mai;2
2016;Ida-Viru maakond;Mai;32
2016;Jõgeva maakond;Mai;6
2016;Järva maakond;Mai;7
2016;Lääne maakond;Mai;5
2016;Lääne-Viru maakond;Mai;11
2016;Põlva maakond;Mai;6
2016;Pärnu maakond;Mai;17
2016;Rapla maakond;Mai;12
2016;Saare maakond;Mai;6
2016;Tartu maakond;Mai;72
2016;Valga maakond;Mai;3
2016;Viljandi maakond;Mai;21
2016;Võru maakond;Mai;6
2017;Harju maakond;Mai;233
2017;..Tallinn;Mai;219
2017;Hiiu maakond;Mai;5
2017;Ida-Viru maakond;Mai;31
2017;Jõgeva maakond;Mai;0
2017;Järva maakond;Mai;7
2017;Lääne maakond;Mai;5
2017;Lääne-Viru maakond;Mai;14
2017;Põlva maakond;Mai;5
2017;Pärnu maakond;Mai;20
2017;Rapla maakond;Mai;11
2017;Saare maakond;Mai;11
2017;Tartu maakond;Mai;62
2017;Valga maakond;Mai;10
2017;Viljandi maakond;Mai;8
2017;Võru maakond;Mai;11
2018;Harju maakond;Mai;212
2018;..Tallinn;Mai;212
2018;Hiiu maakond;Mai;3
2018;Ida-Viru maakond;Mai;32
2018;Jõgeva maakond;Mai;2
2018;Järva maakond;Mai;8
2018;Lääne maakond;Mai;1
2018;Lääne-Viru maakond;Mai;9
2018;Põlva maakond;Mai;3
2018;Pärnu maakond;Mai;33
2018;Rapla maakond;Mai;9
2018;Saare maakond;Mai;13
2018;Tartu maakond;Mai;59
2018;Valga maakond;Mai;5
2018;Viljandi maakond;Mai;14
2018;Võru maakond;Mai;12
2019;Harju maakond;Mai;233
2019;..Tallinn;Mai;233
2019;Hiiu maakond;Mai;3
2019;Ida-Viru maakond;Mai;35
2019;Jõgeva maakond;Mai;6
2019;Järva maakond;Mai;12
2019;Lääne maakond;Mai;13
2019;Lääne-Viru maakond;Mai;24
2019;Põlva maakond;Mai;7
2019;Pärnu maakond;Mai;37
2019;Rapla maakond;Mai;10
2019;Saare maakond;Mai;12
2019;Tartu maakond;Mai;84
2019;Valga maakond;Mai;5
2019;Viljandi maakond;Mai;21
2019;Võru maakond;Mai;19
2020;Harju maakond;Mai;116
2020;..Tallinn;Mai;116
2020;Hiiu maakond;Mai;1
2020;Ida-Viru maakond;Mai;17
2020;Jõgeva maakond;Mai;5
2020;Järva maakond;Mai;2
2020;Lääne maakond;Mai;14
2020;Lääne-Viru maakond;Mai;12
2020;Põlva maakond;Mai;5
2020;Pärnu maakond;Mai;10
2020;Rapla maakond;Mai;7
2020;Saare maakond;Mai;9
2020;Tartu maakond;Mai;58
2020;Valga maakond;Mai;2
2020;Viljandi maakond;Mai;12
2020;Võru maakond;Mai;7
2006;Harju maakond;Juuni;356
2006;..Tallinn;Juuni;335
2006;Hiiu maakond;Juuni;5
2006;Ida-Viru maakond;Juuni;104
2006;Jõgeva maakond;Juuni;8
2006;Järva maakond;Juuni;24
2006;Lääne maakond;Juuni;17
2006;Lääne-Viru maakond;Juuni;26
2006;Põlva maakond;Juuni;8
2006;Pärnu maakond;Juuni;44
2006;Rapla maakond;Juuni;20
2006;Saare maakond;Juuni;14
2006;Tartu maakond;Juuni;80
2006;Valga maakond;Juuni;23
2006;Viljandi maakond;Juuni;28
2006;Võru maakond;Juuni;16
2007;Harju maakond;Juuni;387
2007;..Tallinn;Juuni;372
2007;Hiiu maakond;Juuni;3
2007;Ida-Viru maakond;Juuni;142
2007;Jõgeva maakond;Juuni;9
2007;Järva maakond;Juuni;40
2007;Lääne maakond;Juuni;14
2007;Lääne-Viru maakond;Juuni;34
2007;Põlva maakond;Juuni;10
2007;Pärnu maakond;Juuni;48
2007;Rapla maakond;Juuni;19
2007;Saare maakond;Juuni;15
2007;Tartu maakond;Juuni;108
2007;Valga maakond;Juuni;13
2007;Viljandi maakond;Juuni;20
2007;Võru maakond;Juuni;23
2008;Harju maakond;Juuni;314
2008;..Tallinn;Juuni;304
2008;Hiiu maakond;Juuni;5
2008;Ida-Viru maakond;Juuni;85
2008;Jõgeva maakond;Juuni;8
2008;Järva maakond;Juuni;27
2008;Lääne maakond;Juuni;11
2008;Lääne-Viru maakond;Juuni;24
2008;Põlva maakond;Juuni;9
2008;Pärnu maakond;Juuni;38
2008;Rapla maakond;Juuni;13
2008;Saare maakond;Juuni;12
2008;Tartu maakond;Juuni;89
2008;Valga maakond;Juuni;12
2008;Viljandi maakond;Juuni;25
2008;Võru maakond;Juuni;13
2009;Harju maakond;Juuni;284
2009;..Tallinn;Juuni;270
2009;Hiiu maakond;Juuni;5
2009;Ida-Viru maakond;Juuni;96
2009;Jõgeva maakond;Juuni;8
2009;Järva maakond;Juuni;22
2009;Lääne maakond;Juuni;8
2009;Lääne-Viru maakond;Juuni;15
2009;Põlva maakond;Juuni;8
2009;Pärnu maakond;Juuni;31
2009;Rapla maakond;Juuni;10
2009;Saare maakond;Juuni;12
2009;Tartu maakond;Juuni;79
2009;Valga maakond;Juuni;12
2009;Viljandi maakond;Juuni;17
2009;Võru maakond;Juuni;7
2010;Harju maakond;Juuni;308
2010;..Tallinn;Juuni;277
2010;Hiiu maakond;Juuni;4
2010;Ida-Viru maakond;Juuni;100
2010;Jõgeva maakond;Juuni;7
2010;Järva maakond;Juuni;13
2010;Lääne maakond;Juuni;8
2010;Lääne-Viru maakond;Juuni;21
2010;Põlva maakond;Juuni;11
2010;Pärnu maakond;Juuni;41
2010;Rapla maakond;Juuni;9
2010;Saare maakond;Juuni;12
2010;Tartu maakond;Juuni;81
2010;Valga maakond;Juuni;15
2010;Viljandi maakond;Juuni;13
2010;Võru maakond;Juuni;14
2011;Harju maakond;Juuni;281
2011;..Tallinn;Juuni;274
2011;Hiiu maakond;Juuni;3
2011;Ida-Viru maakond;Juuni;67
2011;Jõgeva maakond;Juuni;13
2011;Järva maakond;Juuni;5
2011;Lääne maakond;Juuni;6
2011;Lääne-Viru maakond;Juuni;22
2011;Põlva maakond;Juuni;5
2011;Pärnu maakond;Juuni;32
2011;Rapla maakond;Juuni;10
2011;Saare maakond;Juuni;5
2011;Tartu maakond;Juuni;70
2011;Valga maakond;Juuni;6
2011;Viljandi maakond;Juuni;9
2011;Võru maakond;Juuni;9
2012;Harju maakond;Juuni;329
2012;..Tallinn;Juuni;320
2012;Hiiu maakond;Juuni;8
2012;Ida-Viru maakond;Juuni;83
2012;Jõgeva maakond;Juuni;6
2012;Järva maakond;Juuni;7
2012;Lääne maakond;Juuni;4
2012;Lääne-Viru maakond;Juuni;27
2012;Põlva maakond;Juuni;10
2012;Pärnu maakond;Juuni;45
2012;Rapla maakond;Juuni;10
2012;Saare maakond;Juuni;26
2012;Tartu maakond;Juuni;99
2012;Valga maakond;Juuni;20
2012;Viljandi maakond;Juuni;18
2012;Võru maakond;Juuni;13
2013;Harju maakond;Juuni;331
2013;..Tallinn;Juuni;313
2013;Hiiu maakond;Juuni;5
2013;Ida-Viru maakond;Juuni;101
2013;Jõgeva maakond;Juuni;6
2013;Järva maakond;Juuni;9
2013;Lääne maakond;Juuni;12
2013;Lääne-Viru maakond;Juuni;22
2013;Põlva maakond;Juuni;1
2013;Pärnu maakond;Juuni;39
2013;Rapla maakond;Juuni;5
2013;Saare maakond;Juuni;15
2013;Tartu maakond;Juuni;97
2013;Valga maakond;Juuni;10
2013;Viljandi maakond;Juuni;17
2013;Võru maakond;Juuni;24
2014;Harju maakond;Juuni;316
2014;..Tallinn;Juuni;305
2014;Hiiu maakond;Juuni;7
2014;Ida-Viru maakond;Juuni;86
2014;Jõgeva maakond;Juuni;7
2014;Järva maakond;Juuni;15
2014;Lääne maakond;Juuni;9
2014;Lääne-Viru maakond;Juuni;31
2014;Põlva maakond;Juuni;7
2014;Pärnu maakond;Juuni;36
2014;Rapla maakond;Juuni;17
2014;Saare maakond;Juuni;19
2014;Tartu maakond;Juuni;97
2014;Valga maakond;Juuni;8
2014;Viljandi maakond;Juuni;23
2014;Võru maakond;Juuni;17
2015;Harju maakond;Juuni;330
2015;..Tallinn;Juuni;313
2015;Hiiu maakond;Juuni;4
2015;Ida-Viru maakond;Juuni;80
2015;Jõgeva maakond;Juuni;4
2015;Järva maakond;Juuni;13
2015;Lääne maakond;Juuni;12
2015;Lääne-Viru maakond;Juuni;24
2015;Põlva maakond;Juuni;9
2015;Pärnu maakond;Juuni;20
2015;Rapla maakond;Juuni;7
2015;Saare maakond;Juuni;10
2015;Tartu maakond;Juuni;95
2015;Valga maakond;Juuni;8
2015;Viljandi maakond;Juuni;18
2015;Võru maakond;Juuni;15
2016;Harju maakond;Juuni;285
2016;..Tallinn;Juuni;272
2016;Hiiu maakond;Juuni;6
2016;Ida-Viru maakond;Juuni;82
2016;Jõgeva maakond;Juuni;9
2016;Järva maakond;Juuni;10
2016;Lääne maakond;Juuni;7
2016;Lääne-Viru maakond;Juuni;21
2016;Põlva maakond;Juuni;3
2016;Pärnu maakond;Juuni;27
2016;Rapla maakond;Juuni;15
2016;Saare maakond;Juuni;18
2016;Tartu maakond;Juuni;78
2016;Valga maakond;Juuni;7
2016;Viljandi maakond;Juuni;18
2016;Võru maakond;Juuni;17
2017;Harju maakond;Juuni;311
2017;..Tallinn;Juuni;292
2017;Hiiu maakond;Juuni;3
2017;Ida-Viru maakond;Juuni;67
2017;Jõgeva maakond;Juuni;7
2017;Järva maakond;Juuni;6
2017;Lääne maakond;Juuni;9
2017;Lääne-Viru maakond;Juuni;20
2017;Põlva maakond;Juuni;3
2017;Pärnu maakond;Juuni;24
2017;Rapla maakond;Juuni;8
2017;Saare maakond;Juuni;16
2017;Tartu maakond;Juuni;84
2017;Valga maakond;Juuni;10
2017;Viljandi maakond;Juuni;17
2017;Võru maakond;Juuni;16
2018;Harju maakond;Juuni;303
2018;..Tallinn;Juuni;303
2018;Hiiu maakond;Juuni;2
2018;Ida-Viru maakond;Juuni;76
2018;Jõgeva maakond;Juuni;9
2018;Järva maakond;Juuni;9
2018;Lääne maakond;Juuni;11
2018;Lääne-Viru maakond;Juuni;20
2018;Põlva maakond;Juuni;6
2018;Pärnu maakond;Juuni;43
2018;Rapla maakond;Juuni;14
2018;Saare maakond;Juuni;15
2018;Tartu maakond;Juuni;100
2018;Valga maakond;Juuni;9
2018;Viljandi maakond;Juuni;19
2018;Võru maakond;Juuni;12
2019;Harju maakond;Juuni;337
2019;..Tallinn;Juuni;337
2019;Hiiu maakond;Juuni;1
2019;Ida-Viru maakond;Juuni;77
2019;Jõgeva maakond;Juuni;8
2019;Järva maakond;Juuni;8
2019;Lääne maakond;Juuni;15
2019;Lääne-Viru maakond;Juuni;23
2019;Põlva maakond;Juuni;2
2019;Pärnu maakond;Juuni;27
2019;Rapla maakond;Juuni;8
2019;Saare maakond;Juuni;19
2019;Tartu maakond;Juuni;82
2019;Valga maakond;Juuni;10
2019;Viljandi maakond;Juuni;13
2019;Võru maakond;Juuni;14
2020;Harju maakond;Juuni;212
2020;..Tallinn;Juuni;212
2020;Hiiu maakond;Juuni;1
2020;Ida-Viru maakond;Juuni;35
2020;Jõgeva maakond;Juuni;4
2020;Järva maakond;Juuni;7
2020;Lääne maakond;Juuni;18
2020;Lääne-Viru maakond;Juuni;27
2020;Põlva maakond;Juuni;9
2020;Pärnu maakond;Juuni;31
2020;Rapla maakond;Juuni;14
2020;Saare maakond;Juuni;6
2020;Tartu maakond;Juuni;81
2020;Valga maakond;Juuni;10
2020;Viljandi maakond;Juuni;17
2020;Võru maakond;Juuni;8
2006;Harju maakond;Juuli;464
2006;..Tallinn;Juuli;423
2006;Hiiu maakond;Juuli;7
2006;Ida-Viru maakond;Juuli;164
2006;Jõgeva maakond;Juuli;4
2006;Järva maakond;Juuli;41
2006;Lääne maakond;Juuli;17
2006;Lääne-Viru maakond;Juuli;38
2006;Põlva maakond;Juuli;17
2006;Pärnu maakond;Juuli;66
2006;Rapla maakond;Juuli;19
2006;Saare maakond;Juuli;32
2006;Tartu maakond;Juuli;132
2006;Valga maakond;Juuli;22
2006;Viljandi maakond;Juuli;39
2006;Võru maakond;Juuli;18
2007;Harju maakond;Juuli;507
2007;..Tallinn;Juuli;456
2007;Hiiu maakond;Juuli;18
2007;Ida-Viru maakond;Juuli;164
2007;Jõgeva maakond;Juuli;15
2007;Järva maakond;Juuli;45
2007;Lääne maakond;Juuli;35
2007;Lääne-Viru maakond;Juuli;46
2007;Põlva maakond;Juuli;28
2007;Pärnu maakond;Juuli;81
2007;Rapla maakond;Juuli;26
2007;Saare maakond;Juuli;41
2007;Tartu maakond;Juuli;144
2007;Valga maakond;Juuli;24
2007;Viljandi maakond;Juuli;54
2007;Võru maakond;Juuli;44
2008;Harju maakond;Juuli;394
2008;..Tallinn;Juuli;376
2008;Hiiu maakond;Juuli;9
2008;Ida-Viru maakond;Juuli;134
2008;Jõgeva maakond;Juuli;13
2008;Järva maakond;Juuli;38
2008;Lääne maakond;Juuli;14
2008;Lääne-Viru maakond;Juuli;42
2008;Põlva maakond;Juuli;13
2008;Pärnu maakond;Juuli;61
2008;Rapla maakond;Juuli;28
2008;Saare maakond;Juuli;23
2008;Tartu maakond;Juuli;122
2008;Valga maakond;Juuli;22
2008;Viljandi maakond;Juuli;28
2008;Võru maakond;Juuli;22
2009;Harju maakond;Juuli;362
2009;..Tallinn;Juuli;336
2009;Hiiu maakond;Juuli;3
2009;Ida-Viru maakond;Juuli;98
2009;Jõgeva maakond;Juuli;16
2009;Järva maakond;Juuli;32
2009;Lääne maakond;Juuli;14
2009;Lääne-Viru maakond;Juuli;34
2009;Põlva maakond;Juuli;7
2009;Pärnu maakond;Juuli;50
2009;Rapla maakond;Juuli;16
2009;Saare maakond;Juuli;17
2009;Tartu maakond;Juuli;99
2009;Valga maakond;Juuli;11
2009;Viljandi maakond;Juuli;25
2009;Võru maakond;Juuli;23
2010;Harju maakond;Juuli;388
2010;..Tallinn;Juuli;369
2010;Hiiu maakond;Juuli;10
