"ID";Aadress;Täisaadress;Objekti liik;Tase1 kood;Tase1 nimetus;Tase2 kood;Tase2 nimetus;Tase3 kood;Tase3 nimetus;Tase4 kood;Tase4 nimetus;Tase5 kood;Tase5 nimetus;Tase6 kood;Tase6 nimetus;Tase7 kood;Tase7 nimetus;Tase8 kood;Tase8 nimetus;Koodaadress;ADR ID;L-Est X;L-Est Y;N;E;N (dms);E (dms)
2133255;Varbla Varbla vald Pärnumaa;"Pärnu maakond, Lääneranna vald, Varbla küla";1;68;Pärnu maakond;430;Lääneranna vald;9061;Varbla küla;;;;;;;;;;;684309061000000000000000000000000;2908694;6477036;485788;58,43344;23,7567;"58°26'0.38""";"23°45'24.11"""
2133256;Vastse-Kuuste Vastse-Kuuste Vastse-Kuuste vald Põlvamaa;"Põlva maakond, Põlva vald, Vastse-Kuuste alevik";1;64;Põlva maakond;622;Põlva vald;9128;Vastse-Kuuste alevik;;;;;;;;;;;646229128000000000000000000000000;3158415;6451650;673060;58,17167;26,94175;"58°10'18.00""";"26°56'30.29"""
2133340;Metsanurga Aruküla Vinni vald Lääne-Virumaa;"Lääne-Viru maakond, Vinni vald, Aruküla, Metsanurga";3;60;Lääne-Viru maakond;901;Vinni vald;1372;Aruküla;;;;;0U88;Metsanurga;;;;;609011372000000000U88000000000000;2827933;6565652;641322;59,20585;26,47423;"59°12'21.04""";"26°28'27.23"""
2133341;Metsa - Karste Kanepi vald Põlvamaa;"Põlva maakond, Kanepi vald, Karste küla, Metsa-Kuku";3;64;Põlva maakond;284;Kanepi vald;2769;Karste küla;;;;;37LQ;Metsa-Kuku;;;;;6428427690000000037LQ000000000000;3135481;6433222;657000;58,01237;26,65666;"58°0'44.53""";"26°39'23.96"""
2133365;Lauri tee Viljandi Viljandimaa;"Viljandi maakond, Viljandi vald, Jämejala küla, Lauri tee 1";3;84;Viljandi maakond;899;Viljandi vald;2312;Jämejala küla;;;0MJ5;Lauri tee;;;72SE;1;;;84899231200000MJ5000072SE00000000;3136216;6472094;592280;58,37956;25,57751;"58°22'46.40""";"25°34'39.04"""
2133381;Tuule tn 3 Vändra Vändra vald (alev) Pärnumaa;"Pärnu maakond, Põhja-Pärnumaa vald, Vändra alev, Tuule tn 3";3;68;Pärnu maakond;638;Põhja-Pärnumaa vald;9663;Vändra alev;;;01XY;Tuule tn;;;5NU5;3;;;686389663000001XY00005NU500000000;2922429;6502238;559922;58,6558;25,0324;"58°39'20.88""";"25°1'56.63"""
2133383;Mõisavahe 3 Koigi Koigi vald Järvamaa;"Järva maakond, Järva vald, Koigi küla, Mõisavahe tee 3";3;52;Järva maakond;255;Järva vald;3282;Koigi küla;;;0MTH;Mõisavahe tee;;;7BII;3;;;52255328200000MTH00007BII00000000;2587045;6523136;601177;58,8357;25,75233;"58°50'8.51""";"25°45'8.38"""
2133391;Kuusiku . Kohila Kohila vald Raplamaa;"Rapla maakond, Kohila vald, Kohila alev, Kuusiku tn 1";3;71;Rapla maakond;317;Kohila vald;3268;Kohila alev;;;02QP;Kuusiku tn;;;99RK;1;;;713173268000002QP000099RK00000000;3311782;6558971;542778;59,16713;24,74795;"59°10'1.66""";"24°44'52.62"""
2133395;Jaama 3 Paide Järvamaa;"Järva maakond, Paide linn, Paide linn, Jaama tn 3";3;52;Järva maakond;567;Paide linn;5860;Paide linn;;;0RQT;Jaama tn;;;AWIT;3;;;52567586000000RQT0000AWIT00000000;2668072;6528438;589896;58,88578;25,55916;"58°53'8.82""";"25°33'32.96"""
2133400;Sõpruse 95 Kasepää Kasepää vald Jõgevamaa;"Jõgeva maakond, Mustvee vald, Kasepää küla, Sõpruse tn 95";3;50;Jõgeva maakond;486;Mustvee vald;2800;Kasepää küla;;;0KT0;Sõpruse tn;;;5WNQ;95;;;50486280000000KT000005WNQ00000000;3340328;6520954;671076;58,79408;26,96002;"58°47'38.68""";"26°57'36.07"""
2133411;Väinjärve tee 12 Koeru Koeru vald Järvamaa;"Järva maakond, Järva vald, Koeru alevik, Väinjärve tee 12";3;52;Järva maakond;255;Järva vald;3255;Koeru alevik;;;06IW;Väinjärve tee;;;1JJY;12;;;522553255000006IW00001JJY00000000;2570075;6537678;616942;58,96221;26,03284;"58°57'43.94""";"26°1'58.23"""
2133419;Matsi kinnistu Mõtsu Varbla vald Pärnumaa;Pärnu maakond;1;68;Pärnu maakond;000;;;;;;;;;;;;;;680000000000000000000000000000000;2908388;6471454;529885;58,38253;24,51088;"58°22'57.11""";"24°30'39.17"""
2133422;Ristiku 4a Jõhvi Jõhvi vald Ida-Virumaa;"Ida-Viru maakond, Jõhvi vald, Jõhvi linn, Ristiku tn 4a";3;45;Ida-Viru maakond;251;Jõhvi vald;2270;Jõhvi linn;;;00AZ;Ristiku tn;;;2PPT;4a;;;452512270000000AZ00002PPT00000000;3308406;6585708;693235;59,36532;27,39955;"59°21'55.14""";"27°23'58.38"""
2133423;Ööbiku maja . Vana-Kaiu Kaiu vald Raplamaa;Rapla maakond;1;71;Rapla maakond;000;;;;;;;;;;;;;;710000000000000000000000000000000;3158008;6540823;545880;59,0039;24,79841;"59°0'14.04""";"24°47'54.26"""
2133426;Metsa 9 Mustvee Jõgevamaa;"Jõgeva maakond, Mustvee vald, Mustvee linn, Metsa tn 9";3;50;Jõgeva maakond;486;Mustvee vald;5097;Mustvee linn;;;0TBB;Metsa tn;;;BRH8;9;;;50486509700000TBB0000BRH800000000;3382492;6526426;669210;58,84389;26,93191;"58°50'38.02""";"26°55'54.88"""
2133430;Kalda tn 12 Otepää Otepää vald Valgamaa;"Valga maakond, Otepää vald, Otepää linn, Kalda tn 12";3;81;Valga maakond;557;Otepää vald;5755;Otepää linn;;;0RA1;Kalda tn;;;AGNF;12;;;81557575500000RA10000AGNF00000000;2983824;6438075;646754;58,05944;26,48649;"58°3'33.97""";"26°29'11.35"""
2133525;Kärpla Kärpla Kehtna vald Raplamaa;"Rapla maakond, Kehtna vald, Kärpla küla";1;71;Rapla maakond;293;Kehtna vald;3919;Kärpla küla;;;;;;;;;;;712933919000000000000000000000000;3158032;6527102;549679;58,8803;24,86144;"58°52'49.09""";"24°51'41.19"""
2133532;Ristiku tee 3 Tammiste Sauga vald Pärnumaa;"Pärnu maakond, Tori vald, Tammiste küla, Ristiku tee 3";3;68;Pärnu maakond;809;Tori vald;8120;Tammiste küla;;;0C8X;Ristiku tee;;;39EZ;3;;;68809812000000C8X000039EZ00000000;3393920;6471795;534959;58,38522;24,59767;"58°23'6.78""";"24°35'51.60"""
2133534;Takja tn Tammiste Sauga vald Pärnumaa;"Pärnu maakond, Tori vald, Tammiste küla, Takja tn 1";3;68;Pärnu maakond;809;Tori vald;8120;Tammiste küla;;;0CA9;Takja tn;;;2OL7;1;;;68809812000000CA900002OL700000000;3392202;6472240;535110;58,3892;24,60032;"58°23'21.12""";"24°36'1.14"""
2133538;Posti 12a Kohtla-Nõmme Kohtla-Nõmme vald Ida-Virumaa;"Ida-Viru maakond, Toila vald, Kohtla-Nõmme alev, Posti tn 12a";3;45;Ida-Viru maakond;803;Toila vald;3270;Kohtla-Nõmme alev;;;05LT;Posti tn;;;2TP8;12a;;;458033270000005LT00002TP800000000;2592767;6584612;683081;59,35999;27,22027;"59°21'35.95""";"27°13'12.97"""
2133554;Ristiku tn 5a Elva Tartumaa;"Tartu maakond, Elva vald, Elva linn, Ristiku tn 5a";3;79;Tartu maakond;171;Elva vald;1586;Elva linn;;;0S5M;Ristiku tn;;;B5W3;5a;;;79171158600000S5M0000B5W300000000;3018877;6457510;644045;58,23471;26,45266;"58°14'4.95""";"26°27'9.59"""
2133718;Raja Reopalu Väätsa vald Järvamaa;"Järva maakond, Türi vald, Reopalu küla, Raja tn 1";3;52;Järva maakond;834;Türi vald;6940;Reopalu küla;;;01Q8;Raja tn;;;2IPP;1;;;528346940000001Q800002IPP00000000;2562572;6527465;587253;58,87759;25,51295;"58°52'39.33""";"25°30'46.62"""
2133720;Teeveere Magari Kanepi vald Põlvamaa;"Põlva maakond, Kanepi vald, Magari küla, Teeveere";3;64;Põlva maakond;284;Kanepi vald;4730;Magari küla;;;;;6QM4;Teeveere;;;;;642844730000000006QM4000000000000;3135330;6429791;668792;57,97724;26,85349;"57°58'38.07""";"26°51'12.57"""
2133722;Kurina 26 Randivälja Tori vald Pärnumaa;"Pärnu maakond, Tori vald";1;68;Pärnu maakond;809;Tori vald;;;;;;;;;;;;;688090000000000000000000000000000;3387920;6473779;537716;58,4028;24,64512;"58°24'10.08""";"24°38'42.45"""
2133723;Õnnesaare Randivälja Tori vald Pärnumaa;"Pärnu maakond, Tori vald, Randivälja küla, Õnnesaare";3;68;Pärnu maakond;809;Tori vald;6792;Randivälja küla;;;;;32RJ;Õnnesaare;;;;;6880967920000000032RJ000000000000;3388615;6481192;546092;58,46855;24,78988;"58°28'6.77""";"24°47'23.55"""
2133726;Tondi Konguta Konguta vald Tartumaa;"Tartu maakond, Elva vald, Konguta küla, Tondi";3;79;Tartu maakond;171;Elva vald;3372;Konguta küla;;;;;0GKV;Tondi;;;;;791713372000000000GKV000000000000;2984128;6456244;634553;58,22636;26,29044;"58°13'34.90""";"26°17'25.57"""
2133757;Mällo Alasoo Alatskivi vald Tartumaa;"Tartu maakond, Peipsiääre vald, Alasoo küla, Mällo";3;79;Tartu maakond;586;Peipsiääre vald;1176;Alasoo küla;;;;;28VX;Mällo;;;;;7958611760000000028VX000000000000;2848709;6501757;683208;58,61694;27,15402;"58°37'0.99""";"27°9'14.49"""
2133766;Viimäe Meeliku Võru vald Võrumaa;"Võru maakond, Võru vald, Meeliku küla, Viimäe";3;87;Võru maakond;917;Võru vald;4845;Meeliku küla;;;;;1CHR;Viimäe;;;;;879174845000000001CHR000000000000;3229738;6408633;679276;57,78334;27,01443;"57°47'0.04""";"27°0'51.95"""
2133768;Vana-Kaiu küla Vana-Kaiu Kaiu vald Raplamaa;"Rapla maakond, Rapla vald, Vana-Kaiu küla";1;71;Rapla maakond;668;Rapla vald;8982;Vana-Kaiu küla;;;;;;;;;;;716688982000000000000000000000000;3158272;6539529;561729;58,9903;25,07381;"58°59'25.07""";"25°4'25.71"""
2133772;Pärtsaare Poaka Türi vald Järvamaa;"Järva maakond, Türi vald, Poaka küla, Pärtsaare";3;52;Järva maakond;834;Türi vald;6300;Poaka küla;;;;;4J7S;Pärtsaare;;;;;528346300000000004J7S000000000000;2557101;6522870;588791;58,83604;25,53778;"58°50'9.73""";"25°32'16.02"""
2133774;Väikse-Liivakse Kulli Hummuli vald Valgamaa;"Valga maakond, Tõrva vald, Kulli küla, Väikse-Liivakse";3;81;Valga maakond;824;Tõrva vald;3596;Kulli küla;;;;;0CSF;Väikse-Liivakse;;;;;818243596000000000CSF000000000000;2980856;6418533;618415;57,89258;25,9968;"57°53'33.28""";"25°59'48.47"""
2133781;Kase 16 Valga Valgamaa;"Valga maakond, Valga vald, Valga linn, Kase tn 16";3;81;Valga maakond;855;Valga vald;8918;Valga linn;;;0S70;Kase tn;;;B1JJ;16;;;81855891800000S700000B1JJ00000000;3006657;6406296;622756;57,78158;26,06361;"57°46'53.69""";"26°3'48.98"""
2133787;Juki Jõune Puurmani vald Jõgevamaa;"Jõgeva maakond, Jõgeva vald, Jõune küla, Juki";3;50;Jõgeva maakond;247;Jõgeva vald;2284;Jõune küla;;;;;0XJJ;Juki;;;;;502472284000000000XJJ000000000000;3338865;6506511;637074;58,67662;26,36345;"58°40'35.83""";"26°21'48.43"""
2133793;Veski 5 Rakvere Lääne-Virumaa;"Lääne-Viru maakond, Rakvere linn, Veski tn 5";3;60;Lääne-Viru maakond;663;Rakvere linn;;;;;03BE;Veski tn;;;2ENQ;5;;;606630000000003BE00002ENQ00000000;2722092;6581238;634598;59,34784;26,36623;"59°20'52.24""";"26°21'58.42"""
2133795;Sõeru talu Kesu Vigala vald Raplamaa;"Rapla maakond, Märjamaa vald, Kesu küla, Sõeru";3;71;Rapla maakond;502;Märjamaa vald;2990;Kesu küla;;;;;20QC;Sõeru;;;;;7150229900000000020QC000000000000;3557216;6508491;515572;58,7158;24,26874;"58°42'56.88""";"24°16'7.47"""
2133853;Aru Lepplaane Are vald Pärnumaa;"Pärnu maakond, Tori vald, Lepplaane küla, Aru";3;68;Pärnu maakond;809;Tori vald;4296;Lepplaane küla;;;;;3IFB;Aru;;;;;688094296000000003IFB000000000000;3389589;6483527;536923;58,49038;24,63313;"58°29'25.38""";"24°37'59.29"""
2133855;Saunaoja Koogiste Kehtna vald Raplamaa;"Rapla maakond, Kehtna vald, Koogiste küla, Väike-Saunaoja";3;71;Rapla maakond;293;Kehtna vald;3391;Koogiste küla;;;;;DRU3;Väike-Saunaoja;;;;;71293339100000000DRU3000000000000;3178257;6519180;557488;58,80822;24,9948;"58°48'29.59""";"24°59'41.27"""
2133861;Kõrgepõllu tee Vana-Võidu Viljandi vald Viljandimaa;"Viljandi maakond, Viljandi vald, Vana-Võidu küla, Kõrgepõllu tee 1";3;84;Viljandi maakond;899;Viljandi vald;9012;Vana-Võidu küla;;;0FWA;Kõrgepõllu tee;;;3RG9;1;;;84899901200000FWA00003RG900000000;3146596;6472195;596561;58,37954;25,65071;"58°22'46.33""";"25°39'2.54"""
2133864;Muru 15 Jõhvi Jõhvi vald Ida-Virumaa;"Ida-Viru maakond, Jõhvi vald, Jõhvi linn, Muru tn 15";3;45;Ida-Viru maakond;251;Jõhvi vald;2270;Jõhvi linn;;;00AQ;Muru tn;;;2CHM;15;;;452512270000000AQ00002CHM00000000;3309510;6585791;693919;59,36575;27,41164;"59°21'56.70""";"27°24'41.89"""
2133875;Vastla Sulupere Rapla vald Raplamaa;"Rapla maakond, Rapla vald, Sulupere küla, Vastla tn 1";3;71;Rapla maakond;668;Rapla vald;7796;Sulupere küla;;;0HOP;Vastla tn;;;5HTW;1;;;71668779600000HOP00005HTW00000000;3185823;6540689;544912;59,0028;24,78153;"59°0'10.07""";"24°46'53.52"""
2133890;Vahe 2 Valga Valgamaa;"Valga maakond, Valga vald, Valga linn, Vahe tn 2";3;81;Valga maakond;855;Valga vald;8918;Valga linn;;;0S9H;Vahe tn;;;B39L;2;;;81855891800000S9H0000B39L00000000;3009822;6404677;622837;57,76703;26,06413;"57°46'1.30""";"26°3'50.87"""
2133900;Meiereimaa Kastna Tõstamaa vald Pärnumaa;"Pärnu maakond, Pärnu linn, Kastna küla, Meiereimaa";3;68;Pärnu maakond;624;Pärnu linn;2834;Kastna küla;;;;;3JUG;Meiereimaa;;;;;686242834000000003JUG000000000000;3025430;6467277;495246;58,34602;23,91882;"58°20'45.69""";"23°55'7.74"""
2133909;Palupera Atra Rõngu vald Tartumaa;Tartu maakond;1;79;Tartu maakond;000;;;;;;;;;;;;;;790000000000000000000000000000000;2822791;6472971;660202;58,36781;26,73822;"58°22'4.12""";"26°44'17.59"""
2133910;Koruste Rõngu vald Tartumaa;"Tartu maakond, Elva vald, Koruste küla";1;79;Tartu maakond;171;Elva vald;3457;Koruste küla;;;;;;;;;;;791713457000000000000000000000000;2974765;6445647;628685;58,13303;26,18475;"58°7'58.90""";"26°11'5.09"""
2133915;Jõe Patküla Helme vald Valgamaa;"Valga maakond, Tõrva vald, Patküla";1;81;Valga maakond;824;Tõrva vald;6042;Patküla;;;;;;;;;;;818246042000000000000000000000000;2974713;6427842;612693;57,97762;25,90482;"57°58'39.42""";"25°54'17.35"""
2133939;Soonevahe Varangu Väike-Maarja vald Lääne-Virumaa;"Lääne-Viru maakond, Väike-Maarja vald, Varangu küla, Soonevahe";3;60;Lääne-Viru maakond;928;Väike-Maarja vald;9056;Varangu küla;;;;;55EA;Soonevahe;;;;;6092890560000000055EA000000000000;3252437;6547044;620840;59,04517;26,10567;"59°2'42.61""";"26°6'20.41"""
2133979;Kasesalu 4 Külitse Ülenurme vald Tartumaa;"Tartu maakond, Kambja vald, Külitse alevik, Kasesalu AÜ 4";3;79;Tartu maakond;283;Kambja vald;3986;Külitse alevik;2DGC;Kasesalu AÜ;;;;;67VP;4;;;7928339862DGC0000000067VP00000000;2858609;6468366;653297;58,32897;26,61725;"58°19'44.30""";"26°37'2.10"""
2133985;Mäekülje Meeksi Meeksi vald Tartumaa;"Põlva maakond, Räpina vald, Meeksi küla, Mäekülje";3;64;Põlva maakond;708;Räpina vald;4842;Meeksi küla;;;;;3I9C;Mäekülje;;;;;647084842000000003I9C000000000000;3195068;6459163;702898;58,22628;27,45469;"58°13'34.59""";"27°27'16.88"""
2134021;Rohu Türi Türi vald Järvamaa;"Järva maakond, Türi vald, Türi linn, Rohu tn 1";3;52;Järva maakond;834;Türi vald;8594;Türi linn;;;0UGZ;Rohu tn;;;CJD7;1;;;52834859400000UGZ0000CJD700000000;3530882;6519429;582913;58,80632;25,43474;"58°48'22.75""";"25°26'5.06"""
2134026;Aravete Ambla vald Järvamaa;"Järva maakond, Järva vald, Aravete alevik";1;52;Järva maakond;255;Järva vald;1326;Aravete alevik;;;;;;;;;;;522551326000000000000000000000000;2569729;6558041;600599;59,14909;25,75816;"59°8'56.71""";"25°45'29.39"""
2134029;Nõlvaku Kõrtsialuse Aseri vald Ida-Virumaa;"Lääne-Viru maakond, Viru-Nigula vald, Kõrtsialuse küla, Nõlvaku";3;60;Lääne-Viru maakond;903;Viru-Nigula vald;3814;Kõrtsialuse küla;;;;;3OV9;Nõlvaku;;;;;609033814000000003OV9000000000000;2739369;6592376;662365;59,43804;26,86218;"59°26'16.93""";"26°51'43.85"""
2134030;Männiallee Jabara Lüganuse vald Ida-Virumaa;"Ida-Viru maakond, Lüganuse vald, Jabara küla, Männiallee";3;45;Ida-Viru maakond;442;Lüganuse vald;2150;Jabara küla;;;;;45TQ;Männiallee;;;;;4544221500000000045TQ000000000000;3232096;6592162;672902;59,43195;27,04751;"59°25'55.02""";"27°2'51.04"""
2134031;Sõpruse Tiheda Kasepää vald Jõgevamaa;"Jõgeva maakond, Mustvee vald, Tiheda küla, Sõpruse tn 1";3;50;Jõgeva maakond;486;Mustvee vald;8210;Tiheda küla;;;0KSZ;Sõpruse tn;;;5WHK;1;;;50486821000000KSZ00005WHK00000000;3342264;6522224;670486;58,8057;26,95079;"58°48'20.53""";"26°57'2.85"""
2134033;Väike-Kareda Koigi vald Järvamaa;"Järva maakond, Järva vald, Väike-Kareda küla";1;52;Järva maakond;255;Järva vald;9623;Väike-Kareda küla;;;;;;;;;;;522559623000000000000000000000000;2569823;6528685;604384;58,88473;25,81044;"58°53'5.04""";"25°48'37.57"""
2134036;Künka Kunda jõe kaldal Rahkla Sõmeru vald Lääne-Virumaa;Lääne-Viru maakond;1;60;Lääne-Viru maakond;000;;;;;;;;;;;;;;600000000000000000000000000000000;2674736;6581207;634272;59,34767;26,36048;"59°20'51.61""";"26°21'37.74"""
2134082;Vaariku Mõisaküla Halinga vald Pärnumaa;"Pärnu maakond, Põhja-Pärnumaa vald, Mõisaküla, Vaariku";3;68;Pärnu maakond;638;Põhja-Pärnumaa vald;5137;Mõisaküla;;;;;4R0G;Vaariku;;;;;686385137000000004R0G000000000000;2915038;6497603;535722;58,61686;24,61475;"58°37'0.68""";"24°36'53.11"""
2134083;Anni Valistre Halinga vald Pärnumaa;"Pärnu maakond, Põhja-Pärnumaa vald, Valistre küla, Vana-Anni";3;68;Pärnu maakond;638;Põhja-Pärnumaa vald;8947;Valistre küla;;;;;59ER;Vana-Anni;;;;;6863889470000000059ER000000000000;2926392;6497057;532059;58,61224;24,55164;"58°36'44.07""";"24°33'5.91"""
2134094;Aasa Ülenurme vald Tartumaa;"Tartu maakond, Kambja vald, Tõrvandi alevik, Aasa tn 1";3;79;Tartu maakond;283;Kambja vald;8532;Tõrvandi alevik;;;0F29;Aasa tn;;;2Y7M;1;;;79283853200000F2900002Y7M00000000;2858360;6466612;658197;58,31149;26,69962;"58°18'41.37""";"26°41'58.62"""
2134095;Aasa Ülenurme vald Tartumaa;"Tartu maakond, Kambja vald, Tõrvandi alevik, Aasa tn 1";3;79;Tartu maakond;283;Kambja vald;8532;Tõrvandi alevik;;;0F29;Aasa tn;;;2Y7M;1;;;79283853200000F2900002Y7M00000000;2858360;6466612;658197;58,31149;26,69962;"58°18'41.37""";"26°41'58.62"""
2134096;Aasa Ülenurme vald Tartumaa;"Tartu maakond, Kambja vald, Tõrvandi alevik, Aasa tn 1";3;79;Tartu maakond;283;Kambja vald;8532;Tõrvandi alevik;;;0F29;Aasa tn;;;2Y7M;1;;;79283853200000F2900002Y7M00000000;2858360;6466612;658197;58,31149;26,69962;"58°18'41.37""";"26°41'58.62"""
2134097;Aasa Ülenurme vald Tartumaa;"Tartu maakond, Kambja vald, Tõrvandi alevik, Aasa tn 1";3;79;Tartu maakond;283;Kambja vald;8532;Tõrvandi alevik;;;0F29;Aasa tn;;;2Y7M;1;;;79283853200000F2900002Y7M00000000;2858360;6466612;658197;58,31149;26,69962;"58°18'41.37""";"26°41'58.62"""
2134098;Aasa Ülenurme vald Tartumaa;"Tartu maakond, Kambja vald, Tõrvandi alevik, Aasa tn 1";3;79;Tartu maakond;283;Kambja vald;8532;Tõrvandi alevik;;;0F29;Aasa tn;;;2Y7M;1;;;79283853200000F2900002Y7M00000000;2858360;6466612;658197;58,31149;26,69962;"58°18'41.37""";"26°41'58.62"""
2134099;Aasa Ülenurme vald Tartumaa;"Tartu maakond, Kambja vald, Tõrvandi alevik, Aasa tn 1";3;79;Tartu maakond;283;Kambja vald;8532;Tõrvandi alevik;;;0F29;Aasa tn;;;2Y7M;1;;;79283853200000F2900002Y7M00000000;2858360;6466612;658197;58,31149;26,69962;"58°18'41.37""";"26°41'58.62"""
2134100;Aasa Ülenurme vald Tartumaa;"Tartu maakond, Kambja vald, Tõrvandi alevik, Aasa tn 1";3;79;Tartu maakond;283;Kambja vald;8532;Tõrvandi alevik;;;0F29;Aasa tn;;;2Y7M;1;;;79283853200000F2900002Y7M00000000;2858360;6466612;658197;58,31149;26,69962;"58°18'41.37""";"26°41'58.62"""
2134101;Aasa Ülenurme vald Tartumaa;"Tartu maakond, Kambja vald, Tõrvandi alevik, Aasa tn 1";3;79;Tartu maakond;283;Kambja vald;8532;Tõrvandi alevik;;;0F29;Aasa tn;;;2Y7M;1;;;79283853200000F2900002Y7M00000000;2858360;6466612;658197;58,31149;26,69962;"58°18'41.37""";"26°41'58.62"""
2134102;Karikakra Tõrvandi Ülenurme vald Tartumaa;"Tartu maakond, Kambja vald, Tõrvandi alevik, Karikakra tn 1";3;79;Tartu maakond;283;Kambja vald;8532;Tõrvandi alevik;;;09DT;Karikakra tn;;;3QH8;1;;;792838532000009DT00003QH800000000;2894114;6466761;658508;58,31272;26,70502;"58°18'45.78""";"26°42'18.07"""
2134103;Aasa Ülenurme vald Tartumaa;"Tartu maakond, Kambja vald, Tõrvandi alevik, Aasa tn 1";3;79;Tartu maakond;283;Kambja vald;8532;Tõrvandi alevik;;;0F29;Aasa tn;;;2Y7M;1;;;79283853200000F2900002Y7M00000000;2858360;6466612;658197;58,31149;26,69962;"58°18'41.37""";"26°41'58.62"""
2134104;Aasa Ülenurme vald Tartumaa;"Tartu maakond, Kambja vald, Tõrvandi alevik, Aasa tn 1";3;79;Tartu maakond;283;Kambja vald;8532;Tõrvandi alevik;;;0F29;Aasa tn;;;2Y7M;1;;;79283853200000F2900002Y7M00000000;2858360;6466612;658197;58,31149;26,69962;"58°18'41.37""";"26°41'58.62"""
2134148;Tartu 59 Valga Valgamaa;"Valga maakond, Valga vald, Valga linn, Tartu tn 59";3;81;Valga maakond;855;Valga vald;8918;Valga linn;;;0S69;Tartu tn;;;B33Z;59;;;81855891800000S690000B33Z00000000;3009533;6406585;621310;57,78457;26,03946;"57°47'4.45""";"26°2'22.06"""
2134162;Kurevere Sangaste vald Valgamaa;"Valga maakond, Otepää vald, Kurevere küla";1;81;Valga maakond;557;Otepää vald;3663;Kurevere küla;;;;;;;;;;;815573663000000000000000000000000;2974845;6424732;636812;57,9429;26,31039;"57°56'34.45""";"26°18'37.41"""
2134198;Tiigi Kehtna Kehtna vald Raplamaa;"Rapla maakond, Kehtna vald, Kehtna alevik, Tiigi tn 16";3;71;Rapla maakond;293;Kehtna vald;2924;Kehtna alevik;;;02SI;Tiigi tn;;;2BKF;16;;;712932924000002SI00002BKF00000000;3202100;6531699;550130;58,92152;24,8703;"58°55'17.47""";"24°52'13.07"""
2134199;Vastja küla Vastja Kehtna vald Raplamaa;"Rapla maakond, Kehtna vald, Vastja küla";1;71;Rapla maakond;293;Kehtna vald;9126;Vastja küla;;;;;;;;;;;712939126000000000000000000000000;3158058;6523810;550436;58,85066;24,87382;"58°51'2.39""";"24°52'25.77"""
2134201;Paidra Paidra Lasva vald Võrumaa;"Võru maakond, Võru vald, Paidra küla";1;87;Võru maakond;917;Võru vald;5862;Paidra küla;;;;;;;;;;;879175862000000000000000000000000;3221132;6423889;688643;57,91629;27,18387;"57°54'58.63""";"27°11'1.93"""
2134253;Kalda puiestee Viljandi Viljandimaa;Viljandi maakond;1;84;Viljandi maakond;000;;;;;;;;;;;;;;840000000000000000000000000000000;100010;6470264;593760;58,36281;25,60205;"58°21'46.13""";"25°36'7.39"""
2134254;Järveoja tee Ihaste Tartu Tartumaa;Tartu maakond;1;79;Tartu maakond;000;;;;;;;;;;;;;;790000000000000000000000000000000;2822791;6472971;660202;58,36781;26,73822;"58°22'4.12""";"26°44'17.59"""
2134260;Nurme tee Veibri Luunja vald Tartumaa;"Tartu maakond, Luunja vald, Veibri küla, Nurme tee 1";3;79;Tartu maakond;432;Luunja vald;9183;Veibri küla;;;07KC;Nurme tee;;;7LZ3;1;;;794329183000007KC00007LZ300000000;3313826;6471496;663409;58,35339;26,79192;"58°21'12.21""";"26°47'30.93"""
2134290;Lõhe Pärnu Pärnumaa;"Pärnu maakond, Pärnu linn, Pärnu linn, Lõhe tn";2;68;Pärnu maakond;624;Pärnu linn;6619;Pärnu linn;;;0SVF;Lõhe tn;;;;;;;68624661900000SVF0000000000000000;3039573;6468858;533270;58,35898;24,56837;"58°21'32.32""";"24°34'6.12"""
2134291;Soo Pärnu Pärnumaa;"Pärnu maakond, Pärnu linn, Pärnu linn, Soo tn";2;68;Pärnu maakond;624;Pärnu linn;6619;Pärnu linn;;;0SLG;Soo tn;;;;;;;68624661900000SLG0000000000000000;3038639;6472035;527138;58,38793;24,46399;"58°23'16.53""";"24°27'50.37"""
2134299;Kase 5 Võru Võrumaa;"Võru maakond, Võru linn, Kase tn 5";3;87;Võru maakond;919;Võru linn;;;;;05I5;Kase tn;;;08E6;5;;;879190000000005I5000008E600000000;3238306;6416290;678088;57,8525;27,00024;"57°51'9.00""";"27°0'0.85"""
2134300;Sulevi 6 Võru Võrumaa;"Võru maakond, Võru linn, Sulevi tn 6";3;87;Võru maakond;919;Võru linn;;;;;05HS;Sulevi tn;;;27II;6;;;879190000000005HS000027II00000000;3251762;6414923;678729;57,83998;27,00999;"57°50'23.93""";"27°0'35.96"""
2134425;Väike-Herdi Utu Käina vald Hiiumaa;;;;;;;;;;;;;;;;;;;;;;;;;;
2134452;Sputniku 19 Lelle Kehtna vald Raplamaa;"Rapla maakond, Kehtna vald, Lelle alevik, Sputniku tn 19";3;71;Rapla maakond;293;Kehtna vald;4250;Lelle alevik;;;02QG;Sputniku tn;;;2BWW;19;;;712934250000002QG00002BWW00000000;3164570;6525220;557729;58,86241;25,00052;"58°51'44.66""";"25°0'1.89"""
2134498;Lindi Audru vald Pärnumaa;"Pärnu maakond, Pärnu linn, Lindi küla";1;68;Pärnu maakond;624;Pärnu linn;4384;Lindi küla;;;;;;;;;;;686244384000000000000000000000000;3020369;6465776;515304;58,33231;24,26125;"58°19'56.30""";"24°15'40.48"""
