id	year	month	day	protocol_number	X_record_type	maakond	kihelkond	vald	number_of_characters	Added geom info_MNIMI	Added geom info_MKOOD	Added geom info_xcoord	Added geom info_ycoord
"6552"	"1916"	"11"	"17"	"5"	NULL	Saare	Pöide	Laimjala	"1236"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"6273"	"1859"	"9"	"16"	"29"	Töö- ja teenistussuhted	Võru	Urvaste	Urvaste	"969"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"13039"	"1876"	"8"	"13"		Varavastased kuriteod	Tartu	Kodavere	Alatskivi	"607"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"3301"	"1857"	"12"	"13"	"58"	Varavastased kuriteod	Tartu	Torma	Avinurme	"151"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"7225"	"1915"	"6"	"18"	"5"	Töö- ja teenistussuhted	Saare	Pöide	Laimjala	"1872"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"9258"	"1885"	"10"	"18"	"90"	Sõim ja vägivald	Võru	Vastseliina	Misso	"806"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6573"	"1869"	"6"	"16"	"23"	"Töö- ja teenistussuhted; Varavastased kuriteod"	Harju	Kose	Kose-Uuemõisa	"2523"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"6988"	"1885"	"3"	"23"	"6"	Määratlemata	Järva	Ambla	Ambla	"294"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"9335"	"1885"	"6"	"3"	"3"	"Sõim ja vägivald; Töö- ja teenistussuhted"	Järva	Türi	Särevere	"4524"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"6280"	"1878"	"6"	"1"	"27"	Varavastased kuriteod	Pärnu	Audru	Võlla	"455"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"16185"	"1870"	"6"	"22"	"10"	Kahjutasu	Lääne	Martna	Martna	"1013"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"24361"	"1884"	"6"	"4"		Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Ridala	Sinalepa	"127"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"10510"	"1870"	"6"	"9"	"23"	Perekonna- ja pärimisasjad	Harju	Kose	Triigi	"611"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"6530"	"1882"	"2"	"20"	"4"	Määratlemata	Järva	Ambla	Ambla	"258"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"6298"	"1885"	"3"	"19"	"84"	Laenud ja võlanõuded	Tartu	Otepää	Pühajärve	"769"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6292"	"1861"	"11"	"8"	"71"	Muud üleastumised	Tartu	Torma	Avinurme	"119"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6283"	"1878"	"6"	"15"	"28"	Perekonna- ja pärimisasjad	Pärnu	Audru	Võlla	"808"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"11460"	"1871"	"4"	"1"	"12"	Laenud ja võlanõuded	Harju	Kose	Triigi	"339"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"6989"	"1885"	"4"	"6"	"7"	Määratlemata	Järva	Ambla	Ambla	"243"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"11779"	"1875"	"3"	"24"	"139"	Varavastased kuriteod	Järva	Türi	Särevere	"997"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"4203"	"1859"	"3"	"6"	"15"	Varavastased kuriteod	Tartu	Torma	Avinurme	"255"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"4757"	"1860"	"4"	"22"	"27"	Määratlemata	Tartu	Torma	Avinurme	"256"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"3302"	"1857"	"12"	"13"	"59"	Varavastased kuriteod	Tartu	Torma	Avinurme	"67"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"14210"	"1869"	"5"	"12"	"8"	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Martna	Martna	"224"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"9257"	"1878"	"6"	"22"	"13"	NULL	Võru	Rõuge	Saaluse	"578"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"7325"	"1886"	"10"	"18"	"34"	Varavastased kuriteod	Järva	Ambla	Ambla	"550"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"3307"	"1857"	"12"	"13"	"62"	Varavastased kuriteod	Tartu	Torma	Avinurme	"161"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6299"	"1887"	"10"	"6"	"114"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Võru	Räpina	Kahkva	"716"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6304"	"1887"	"10"	"19"	"119"	Laenud ja võlanõuded	Võru	Räpina	Kahkva	"377"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6290"	"1878"	"6"	"15"	"31"	Sõim ja vägivald	Pärnu	Audru	Võlla	"271"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"7995"	"1909"	"2"	"12"	"4"	Varalised tehingud	Saare	Kaarma	Loona	"1200"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"6398"	"1826"	"4"	"29"		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Rõngu	Aakre	"1095"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6990"	"1885"	"4"	"20"	"8"	Määratlemata	Järva	Ambla	Ambla	"243"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"4233"	"1859"	"3"	"13"	"17"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Torma	Avinurme	"145"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"11982"	"1856"	"3"	"15"		NULL	Viljandi	Põltsamaa	Uue-Põltsamaa	"379"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"6306"	"1887"	"10"	"19"	"120"	Laenud ja võlanõuded	Võru	Räpina	Kahkva	"714"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"5908"	"1888"	"5"	"5"	"1"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Torma	Avinurme	"1557"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"7327"	"1885"	"1"	"11"	"3"	Kahjutasu	Võru	Vastseliina	Misso	"397"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6531"	"1882"	"3"	"6"	"5"	Määratlemata	Järva	Ambla	Ambla	"289"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"10362"	"1870"	"2"	"6"	"7"	Varavastased kuriteod	Harju	Kose	Kose-Uuemõisa	"1636"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"4236"	"1859"	"3"	"13"	"18"	Varavastased kuriteod	Tartu	Torma	Avinurme	"211"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"21075"	"1889"	"7"	"21"	"205"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.; Kool"	Tartu	Võnnu	Ahja	"761"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"9089"	"1863"	"4"	"30"	"33"	Perekonna- ja pärimisasjad	Tartu	Torma	Avinurme	"951"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6810"	"1879"	"6"	"1"	"247"	Töö- ja teenistussuhted	Tartu	Kodavere	Alatskivi	"969"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"7328"	"1833"	"9"	"16"	"35"	Määratlemata	Saare	Kihelkonna	Lümanda	"77"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"2242"	"1855"	"2"	"4"	"5"	Laenud ja võlanõuded	Tartu	Torma	Avinurme	"518"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"4237"	"1859"	"3"	"18"	"19"	Muud üleastumised	Tartu	Torma	Avinurme	"154"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"7213"	"1885"	"8"	"2"	"59"	Kahjutasu	Võru	Vastseliina	Misso	"1547"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"2255"	"1855"	"2"	"24"	"7"	Kool	Tartu	Torma	Avinurme	"331"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"4239"	"1859"	"3"	"26"	"21"	Muud üleastumised	Tartu	Torma	Avinurme	"155"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6281"	"1861"	"9"	"12"	"64"	Sõim ja vägivald	Tartu	Torma	Avinurme	"374"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"7909"	"1846"	"11"	"25"		Varavastased kuriteod	Võru	Põlva	Kähri	"317"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"8520"	"1862"	"10"	"19"	"63"	Varavastased kuriteod	Tartu	Torma	Avinurme	"234"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"8606"	"1854"	"2"	"22"	"15"	NULL	Viljandi	Põltsamaa	Uue-Põltsamaa	"785"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"9090"	"1881"	"6"	"26"		Vallakohtu asjaajamine ja haldustoimingud 	Järva	Türi	Särevere	"134"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"6650"	"1879"	"5"	"4"	"241"	NULL	Tartu	Kodavere	Alatskivi	"727"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6918"	"1890"	"4"	"10"	"23"	Töö- ja teenistussuhted	Harju	Jüri	Rae	"615"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"11970"	"1876"	"3"	"21"	"155"	Määratlemata	Järva	Türi	Särevere	"145"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"7917"	"1885"	"1"	NULL		NULL	Järva	Türi	Särevere	"119"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"6979"	"1829"	"4"	"19"		"Kahjutasu; Varavastased kuriteod"	Viljandi	Paistu	Holstre	"223"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"6992"	"1829"	"4"	"26"		"Riiklikud, kiriklikud ja kogukondlikud koormised; Varavastased kuriteod"	Viljandi	Paistu	Holstre	"345"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"7105"	"1829"	"11"	"16"		"Riiklikud, kiriklikud ja kogukondlikud koormised; Varavastased kuriteod"	Viljandi	Paistu	Holstre	"670"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"6653"	"1885"	"6"	"7"	"50"	Perekonna- ja pärimisasjad	Võru	Vastseliina	Misso	"842"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"2258"	"1855"	"2"	"25"	"8"	Varavastased kuriteod	Tartu	Torma	Avinurme	"225"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"7214"	"1885"	"8"	"2"	"60"	"Varalised tehingud; Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Võru	Vastseliina	Misso	"1289"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"7386"	"1869"	"5"	"19"	"11"	Varavastased kuriteod	Harju	Jõelähtme	Jõelähtme	"815"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"14232"	"1857"	"1"	"18"	"1"	Töö- ja teenistussuhted	Tartu	Kodavere	Ranna	"1850"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"4245"	"1859"	"3"	"31"	"25"	Varavastased kuriteod	Tartu	Torma	Avinurme	"199"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6654"	"1879"	"5"	"4"	"242"	NULL	Tartu	Kodavere	Alatskivi	"1119"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"8521"	"1862"	"10"	"19"	"64"	Varavastased kuriteod	Tartu	Torma	Avinurme	"265"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6532"	"1826"	"5"	"7"		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.; Töö- ja teenistussuhted"	Tartu	Rõngu	Aakre	"643"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"9091"	"1881"	"7"	"31"		Vallakohtu asjaajamine ja haldustoimingud 	Järva	Türi	Särevere	"134"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"24362"	"1884"	"6"	"18"		Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Ridala	Sinalepa	"128"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"3314"	"1857"	"12"	"13"	"66"	Varavastased kuriteod	Tartu	Torma	Avinurme	"138"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6734"	"1882"	"1"	"29"	"15"	Varalised tehingud	Võru	Rõuge	Pindi	"579"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6648"	"1833"	"6"	"6"	"1"	Varalised tehingud	Pärnu	Tori	Sindi	"1846"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"6630"	"1833"	"5"	"8"	"1"	Varavastased kuriteod	Pärnu	Tori	Sindi	"683"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"14233"	"1857"	"2"	"1"	"2"	"Sõim ja vägivald; Varavastased kuriteod"	Tartu	Kodavere	Ranna	"1908"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"9092"	"1863"	"4"	"30"	"34"	Sõim ja vägivald	Tartu	Torma	Avinurme	"226"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6714"	"1844"	"7"	"5"		Varavastased kuriteod	Võru	Põlva	Kähri	"312"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"8611"	"1881"	"3"	"14"	"6"	Määratlemata	Harju	Juuru	Kaiu	"354"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"6993"	"1829"	"5"	"3"		Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Paistu	Holstre	"61"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"5355"	"1833"	"3"	"2"	"1"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Pärnu	Tori	Sindi	"1751"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"9093"	"1881"	"8"	"28"		Vallakohtu asjaajamine ja haldustoimingud 	Järva	Türi	Särevere	"136"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"22307"	"1867"	"5"	"2"	"5"	Sõim ja vägivald	Lääne	Pühalepa	Kärdla	"425"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"7330"	"1829"	"12"	"7"		Varavastased kuriteod	Viljandi	Paistu	Holstre	"314"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"6716"	"1844"	"9"	"13"		Kahjutasu	Võru	Põlva	Kähri	"488"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"2290"	"1855"	"4"	"2"	"11"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Torma	Avinurme	"2932"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6982"	"1920"	"10"	"26"	"5"	Perekonna- ja pärimisasjad	Saare	Pöide	Laimjala	"1515"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"6994"	"1829"	"5"	"10"		Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Paistu	Holstre	"64"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"4246"	"1859"	"3"	"31"	"26"	Varavastased kuriteod	Tartu	Torma	Avinurme	"193"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"7215"	"1885"	"8"	"2"	"61"	Sõim ja vägivald	Võru	Vastseliina	Misso	"984"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6657"	"1879"	"5"	"4"	"243"	NULL	Tartu	Kodavere	Alatskivi	"1608"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"7331"	"1886"	"11"	"1"	"35"	Laenud ja võlanõuded	Järva	Ambla	Ambla	"903"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"2395"	"1855"	"4"	"21"	"12"	Varavastased kuriteod	Tartu	Torma	Avinurme	"413"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"4247"	"1859"	"3"	"31"	"27"	Varavastased kuriteod	Tartu	Torma	Avinurme	"191"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"11971"	"1876"	"4"	"30"	"156"	Määratlemata	Järva	Türi	Särevere	"145"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"8612"	"1881"	"3"	"28"	"7"	Määratlemata	Harju	Juuru	Kaiu	"354"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"10097"	"1880"	"1"	"30"	"384"	Varavastased kuriteod	Tartu	Kodavere	Alatskivi	"2596"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6668"	"1888"	"1"	"18"	"11"	Sõim ja vägivald	Võru	Räpina	Kahkva	"918"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6693"	"1888"	"2"	"16"	"30"	Varavastased kuriteod	Võru	Räpina	Kahkva	"1092"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6718"	"1845"	"2"	"3"		Kahjutasu	Võru	Põlva	Kähri	"707"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6919"	"1890"	"4"	"10"	"24"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.; Suhted kõrgemate kohtutega. Kriminaalasjade algatamine. "	Harju	Jüri	Rae	"435"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"6978"	"1885"	"1"	"12"	"1"	Sõim ja vägivald	Järva	Ambla	Ambla	"2862"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"7332"	"1829"	"12"	"7"		Varavastased kuriteod	Viljandi	Paistu	Holstre	"288"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"6611"	"1826"	"6"	"12"		Perekonna- ja pärimisasjad	Tartu	Rõngu	Aakre	"1224"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6669"	"1888"	"1"	"18"	"12"	Laenud ja võlanõuded	Võru	Räpina	Kahkva	"570"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"9566"	"1863"	"7"	"12"		NULL	Tartu	Võnnu	Kriimani	"1393"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6719"	"1882"	"1"	"29"		Määratlemata	Võru	Rõuge	Pindi	"347"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6921"	"1890"	"4"	"10"	"26"	Varavastased kuriteod	Harju	Jüri	Rae	"373"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"6525"	"1826"	"4"	"21"		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Rõngu	Aakre	"491"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"11293"	"1864"	NULL	NULL		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Võru	Räpina	Räpina	"584"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6540"	"1826"	"5"	"10"		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Rõngu	Aakre	"1694"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6670"	"1888"	"2"	"3"	"13"	Varavastased kuriteod	Võru	Räpina	Kahkva	"1368"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"4310"	"1859"	"3"	"31"	"29"	Varavastased kuriteod	Tartu	Torma	Avinurme	"187"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6662"	"1879"	"5"	"18"	"244"	NULL	Tartu	Kodavere	Alatskivi	"1106"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6696"	"1888"	"2"	"16"	"31"	"Kahjutasu; Varavastased kuriteod"	Võru	Räpina	Kahkva	"422"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6108"	"1883"	"2"	"18"	"29"	NULL	Võru	Rõuge	Pindi	"421"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6517"	"1888"	"1"	"4"	"1"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.; Kahjutasu"	Võru	Räpina	Kahkva	"549"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6958"	"1883"	"12"	"12"	"28"	"Riiklikud, kiriklikud ja kogukondlikud koormised"	Järva	Türi	Särevere	"661"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"6983"	"1885"	"1"	"26"	"2"	Määratlemata	Järva	Ambla	Ambla	"244"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"9567"	"1868"	"5"	"20"		NULL	Harju	Kose	Triigi	"190"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"6745"	"1883"	"3"	"19"	"7"	Varavastased kuriteod	Järva	Ambla	Ambla	"982"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"11290"	"1842"	"10"	"29"		"Suhted kõrgemate kohtutega. Kriminaalasjade algatamine. ; Varavastased kuriteod"	Tartu	Kodavere	Ranna	"2260"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"11983"	"1881"	"5"	"13"	"24"	Laenud ja võlanõuded	Võru	Põlva	Kiuma	"316"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6665"	"1861"	"11"	"17"	"74"	Kahjutasu	Tartu	Torma	Avinurme	"4418"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6839"	"1884"	"7"	"14"	"13"	Määratlemata	Järva	Ambla	Ambla	"244"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"6721"	"1845"	"4"	"18"		Varavastased kuriteod	Võru	Põlva	Kähri	"165"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6924"	"1888"	"2"	"29"	"39"	Muud üleastumised	Võru	Räpina	Kahkva	"203"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"7216"	"1885"	"8"	"2"	"62"	Kahjutasu	Võru	Vastseliina	Misso	"369"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"7048"	"1921"	"2"	"12"	"2"	Perekonna- ja pärimisasjad	Saare	Pöide	Laimjala	"1474"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"2398"	"1855"	"6"	"3"	"14"	Perekonna- ja pärimisasjad	Tartu	Torma	Avinurme	"484"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6042"	"1882"	"2"	"12"	"8"	Laenud ja võlanõuded	Võru	Rõuge	Pindi	"328"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"9262"	"1871"	"4"	"2"	"37"	Määratlemata	Tartu	Võnnu	Ahja	"275"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6671"	"1888"	"2"	"3"	"14"	"Kahjutasu; Varavastased kuriteod"	Võru	Räpina	Kahkva	"509"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"7050"	"1915"	"1"	"29"	"2"	Perekonna- ja pärimisasjad	Saare	Pöide	Laimjala	"1586"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"6663"	"1879"	"5"	"18"	"245"	NULL	Tartu	Kodavere	Alatskivi	"654"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"7334"	"1833"	"9"	"23"	"36"	Määratlemata	Saare	Kihelkonna	Lümanda	"77"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"8194"	"1830"	"12"	"20"		Varavastased kuriteod	Viljandi	Paistu	Holstre	"123"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"8613"	"1881"	"4"	"4"	"8"	Määratlemata	Harju	Juuru	Kaiu	"356"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"6674"	"1888"	"2"	"3"	"17"	Muud üleastumised	Võru	Räpina	Kahkva	"546"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6092"	"1882"	"3"	"12"	"20"	"Perekonna- ja pärimisasjad; Määratlemata"	Võru	Rõuge	Pindi	"873"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"24822"	"1881"	"3"	"3"	"9"	"Suhted kõrgemate kohtutega. Kriminaalasjade algatamine. ; Laenud ja võlanõuded"	Järva	Türi	Kirna	"1279"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"4311"	"1859"	"4"	"18"	"30"	Laenud ja võlanõuded	Tartu	Torma	Avinurme	"148"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6746"	"1887"	"2"	"10"	"3"	Määratlemata	Pärnu	Tõstamaa	Seli	"244"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"6760"	"1883"	"6"	"11"	"12"	Määratlemata	Järva	Ambla	Ambla	"262"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"6679"	"1888"	"2"	"3"	"22"	Varavastased kuriteod	Võru	Räpina	Kahkva	"2368"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"2404"	"1855"	"6"	"17"	"17"	Laenud ja võlanõuded	Tartu	Torma	Avinurme	"376"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"4312"	"1859"	"4"	"24"	"31"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Torma	Avinurme	"258"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"4759"	"1860"	"4"	"22"	"28"	Perekonna- ja pärimisasjad	Tartu	Torma	Avinurme	"397"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"9094"	"1881"	"9"	"24"		Vallakohtu asjaajamine ja haldustoimingud 	Järva	Türi	Särevere	"138"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"7335"	"1833"	"9"	"30"	"37"	Määratlemata	Saare	Kihelkonna	Lümanda	"77"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"8195"	"1830"	"12"	"20"		Varavastased kuriteod	Viljandi	Paistu	Holstre	"123"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"19639"	"1884"	"4"	"15"		Laenud ja võlanõuded	Lääne	Pühalepa	Kassari	"366"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"7051"	"1873"	"3"	"9"		Varavastased kuriteod	Tartu	Nõo	Luke	"2735"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"5916"	"1882"	"2"	"12"	"20"	"Perekonna- ja pärimisasjad; Laenud ja võlanõuded"	Võru	Rõuge	Pindi	"577"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6722"	"1882"	"1"	"29"	"7"	Laenud ja võlanõuded	Võru	Rõuge	Pindi	"393"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"7217"	"1867"	"2"	"13"	"1"	Vallakohtu asjaajamine ja haldustoimingud 	Harju	Hageri	Kohila	"447"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"6761"	"1828"	"7"	"27"		Varavastased kuriteod	Viljandi	Paistu	Holstre	"179"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"2405"	"1855"	"6"	"23"	"18"	Laenud ja võlanõuded	Tartu	Torma	Avinurme	"417"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"7397"	"1869"	"2"	"22"	"11"	NULL	Harju	Hageri	Kohila	"29"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"6683"	"1888"	"2"	"16"	"25"	Varavastased kuriteod	Võru	Räpina	Kahkva	"1354"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6006"	"1882"	"2"	"25"	"12"	"Kahjutasu; Muud üleastumised"	Võru	Rõuge	Pindi	"418"	Võru maakond	"0087"	680247.817063047	6408135.79838293
